n_shots,accuracy,run_num,nspw,model,dataset,gpt2-large,sst2
4,0.724,7,2,gpt2-large,sst2
4,0.468,8,2,gpt2-large,sst2
4,0.888,9,2,gpt2-large,sst2
6,0.576,0,2,gpt2-large,sst2
6,0.896,1,2,gpt2-large,sst2
6,0.592,2,2,gpt2-large,sst2
6,0.472,3,2,gpt2-large,sst2
6,0.568,4,2,gpt2-large,sst2
6,0.536,5,2,gpt2-large,sst2
6,0.856,6,2,gpt2-large,sst2
6,0.712,7,2,gpt2-large,sst2
6,0.748,8,2,gpt2-large,sst2
6,0.788,9,2,gpt2-large,sst2
8,0.688,0,2,gpt2-large,sst2
8,0.572,1,2,gpt2-large,sst2
8,0.556,2,2,gpt2-large,sst2
8,0.768,3,2,gpt2-large,sst2
8,0.824,4,2,gpt2-large,sst2
8,0.564,5,2,gpt2-large,sst2
8,0.736,6,2,gpt2-large,sst2
8,0.62,7,2,gpt2-large,sst2
8,0.704,8,2,gpt2-large,sst2
8,0.82,9,2,gpt2-large,sst2
10,0.596,0,2,gpt2-large,sst2
10,0.616,1,2,gpt2-large,sst2
10,0.828,2,2,gpt2-large,sst2
10,0.792,3,2,gpt2-large,sst2
10,0.536,4,2,gpt2-large,sst2
10,0.536,5,2,gpt2-large,sst2
10,0.888,6,2,gpt2-large,sst2
10,0.912,7,2,gpt2-large,sst2
10,0.548,8,2,gpt2-large,sst2
10,0.536,9,2,gpt2-large,sst2
12,0.712,0,2,gpt2-large,sst2
12,0.536,1,2,gpt2-large,sst2
12,0.612,2,2,gpt2-large,sst2
12,0.824,3,2,gpt2-large,sst2
12,0.748,4,2,gpt2-large,sst2
12,0.86,5,2,gpt2-large,sst2
12,0.576,6,2,gpt2-large,sst2
12,0.48,7,2,gpt2-large,sst2
12,0.708,8,2,gpt2-large,sst2
12,0.64,9,2,gpt2-large,sst2
14,0.84,0,2,gpt2-large,sst2
14,0.796,1,2,gpt2-large,sst2
14,0.824,2,2,gpt2-large,sst2
14,0.748,3,2,gpt2-large,sst2
14,0.596,4,2,gpt2-large,sst2
14,0.54,5,2,gpt2-large,sst2
14,0.56,6,2,gpt2-large,sst2
14,0.708,7,2,gpt2-large,sst2
14,0.892,8,2,gpt2-large,sst2
14,0.6,9,2,gpt2-large,sst2
16,0.724,0,2,gpt2-large,sst2
16,0.684,1,2,gpt2-large,sst2
16,0.652,2,2,gpt2-large,sst2
16,0.776,3,2,gpt2-large,sst2
16,0.68,4,2,gpt2-large,sst2
16,0.684,5,2,gpt2-large,sst2
16,0.82,6,2,gpt2-large,sst2
16,0.548,7,2,gpt2-large,sst2
16,0.784,8,2,gpt2-large,sst2
16,0.696,9,2,gpt2-large,sst2
18,0.7,0,2,gpt2-large,sst2
18,0.552,1,2,gpt2-large,sst2
18,0.856,2,2,gpt2-large,sst2
18,0.76,3,2,gpt2-large,sst2
18,0.72,4,2,gpt2-large,sst2
18,0.76,5,2,gpt2-large,sst2
18,0.652,6,2,gpt2-large,sst2
18,0.804,7,2,gpt2-large,sst2
18,0.568,8,2,gpt2-large,sst2
18,0.608,9,2,gpt2-large,sst2
20,0.78,0,2,gpt2-large,sst2
20,0.556,1,2,gpt2-large,sst2
20,0.776,2,2,gpt2-large,sst2
20,0.784,3,2,gpt2-large,sst2
20,0.608,4,2,gpt2-large,sst2
20,0.708,5,2,gpt2-large,sst2
20,0.584,6,2,gpt2-large,sst2
20,0.824,7,2,gpt2-large,sst2
20,0.596,8,2,gpt2-large,sst2
20,0.6,9,2,gpt2-large,sst2
30,0.528,0,2,gpt2-large,sst2
30,0.72,1,2,gpt2-large,sst2
30,0.58,2,2,gpt2-large,sst2
30,0.76,3,2,gpt2-large,sst2
30,0.756,4,2,gpt2-large,sst2
30,0.68,5,2,gpt2-large,sst2
30,0.664,6,2,gpt2-large,sst2
30,0.76,7,2,gpt2-large,sst2
30,0.76,8,2,gpt2-large,sst2
30,0.532,9,2,gpt2-large,sst2
3,0.56,0,3,gpt2-large,sst2
3,0.86,1,3,gpt2-large,sst2
3,0.86,2,3,gpt2-large,sst2
3,0.872,3,3,gpt2-large,sst2
3,0.592,4,3,gpt2-large,sst2
3,0.716,5,3,gpt2-large,sst2
3,0.788,6,3,gpt2-large,sst2
3,0.504,7,3,gpt2-large,sst2
3,0.712,8,3,gpt2-large,sst2
3,0.468,9,3,gpt2-large,sst2
6,0.576,0,3,gpt2-large,sst2
6,0.912,1,3,gpt2-large,sst2
6,0.896,2,3,gpt2-large,sst2
6,0.884,3,3,gpt2-large,sst2
6,0.828,4,3,gpt2-large,sst2
6,0.536,5,3,gpt2-large,sst2
6,0.86,6,3,gpt2-large,sst2
6,0.7,7,3,gpt2-large,sst2
6,0.708,8,3,gpt2-large,sst2
6,0.764,9,3,gpt2-large,sst2
9,0.624,0,3,gpt2-large,sst2
9,0.884,1,3,gpt2-large,sst2
9,0.748,2,3,gpt2-large,sst2
9,0.78,3,3,gpt2-large,sst2
9,0.736,4,3,gpt2-large,sst2
9,0.74,5,3,gpt2-large,sst2
9,0.788,6,3,gpt2-large,sst2
9,0.716,7,3,gpt2-large,sst2
9,0.712,8,3,gpt2-large,sst2
9,0.54,9,3,gpt2-large,sst2
12,0.628,0,3,gpt2-large,sst2
12,0.824,1,3,gpt2-large,sst2
12,0.752,2,3,gpt2-large,sst2
12,0.66,3,3,gpt2-large,sst2
12,0.892,4,3,gpt2-large,sst2
12,0.86,5,3,gpt2-large,sst2
12,0.888,6,3,gpt2-large,sst2
12,0.728,7,3,gpt2-large,sst2
12,0.68,8,3,gpt2-large,sst2
12,0.888,9,3,gpt2-large,sst2
15,0.688,0,3,gpt2-large,sst2
15,0.88,1,3,gpt2-large,sst2
15,0.536,2,3,gpt2-large,sst2
15,0.624,3,3,gpt2-large,sst2
15,0.548,4,3,gpt2-large,sst2
15,0.832,5,3,gpt2-large,sst2
15,0.54,6,3,gpt2-large,sst2
15,0.756,7,3,gpt2-large,sst2
15,0.78,8,3,gpt2-large,sst2
15,0.576,9,3,gpt2-large,sst2
18,0.628,0,3,gpt2-large,sst2
18,0.648,1,3,gpt2-large,sst2
18,0.916,2,3,gpt2-large,sst2
18,0.5,3,3,gpt2-large,sst2
18,0.544,4,3,gpt2-large,sst2
18,0.64,5,3,gpt2-large,sst2
18,0.596,6,3,gpt2-large,sst2
18,0.888,7,3,gpt2-large,sst2
18,0.728,8,3,gpt2-large,sst2
18,0.788,9,3,gpt2-large,sst2
21,0.596,0,3,gpt2-large,sst2
21,0.82,1,3,gpt2-large,sst2
21,0.628,2,3,gpt2-large,sst2
21,0.872,3,3,gpt2-large,sst2
21,0.66,4,3,gpt2-large,sst2
21,0.852,5,3,gpt2-large,sst2
21,0.812,6,3,gpt2-large,sst2
21,0.88,7,3,gpt2-large,sst2
21,0.872,8,3,gpt2-large,sst2
21,0.784,9,3,gpt2-large,sst2
24,0.824,0,3,gpt2-large,sst2
24,0.592,1,3,gpt2-large,sst2
24,0.76,2,3,gpt2-large,sst2
24,0.804,3,3,gpt2-large,sst2
24,0.784,4,3,gpt2-large,sst2
24,0.608,5,3,gpt2-large,sst2
24,0.852,6,3,gpt2-large,sst2
24,0.74,7,3,gpt2-large,sst2
24,0.768,8,3,gpt2-large,sst2
24,0.76,9,3,gpt2-large,sst2
27,0.756,0,3,gpt2-large,sst2
27,0.684,1,3,gpt2-large,sst2
27,0.6,2,3,gpt2-large,sst2
27,0.736,3,3,gpt2-large,sst2
27,0.828,4,3,gpt2-large,sst2
27,0.716,5,3,gpt2-large,sst2
27,0.724,6,3,gpt2-large,sst2
27,0.556,7,3,gpt2-large,sst2
27,0.604,8,3,gpt2-large,sst2
27,0.696,9,3,gpt2-large,sst2
30,0.748,0,3,gpt2-large,sst2
30,0.676,1,3,gpt2-large,sst2
30,0.596,2,3,gpt2-large,sst2
30,0.804,3,3,gpt2-large,sst2
30,0.66,4,3,gpt2-large,sst2
30,0.612,5,3,gpt2-large,sst2
30,0.72,6,3,gpt2-large,sst2
30,0.836,7,3,gpt2-large,sst2
30,0.616,8,3,gpt2-large,sst2
30,0.652,9,3,gpt2-large,sst2
45,0.7,0,3,gpt2-large,sst2
45,0.724,1,3,gpt2-large,sst2
45,0.768,2,3,gpt2-large,sst2
45,0.796,3,3,gpt2-large,sst2
45,0.664,4,3,gpt2-large,sst2
45,0.768,5,3,gpt2-large,sst2
45,0.736,6,3,gpt2-large,sst2
45,0.752,7,3,gpt2-large,sst2
45,0.568,8,3,gpt2-large,sst2
45,0.732,9,3,gpt2-large,sst2
4,0.732,0,4,gpt2-large,sst2
4,0.692,1,4,gpt2-large,sst2
4,0.468,2,4,gpt2-large,sst2
4,0.772,3,4,gpt2-large,sst2
4,0.624,4,4,gpt2-large,sst2
4,0.816,5,4,gpt2-large,sst2
4,0.648,6,4,gpt2-large,sst2
4,0.552,7,4,gpt2-large,sst2
4,0.468,8,4,gpt2-large,sst2
4,0.536,9,4,gpt2-large,sst2
8,0.616,0,4,gpt2-large,sst2
8,0.788,1,4,gpt2-large,sst2
8,0.888,2,4,gpt2-large,sst2
8,0.468,3,4,gpt2-large,sst2
8,0.884,4,4,gpt2-large,sst2
8,0.912,5,4,gpt2-large,sst2
8,0.54,6,4,gpt2-large,sst2
8,0.568,7,4,gpt2-large,sst2
8,0.54,8,4,gpt2-large,sst2
8,0.64,9,4,gpt2-large,sst2
12,0.888,0,4,gpt2-large,sst2
12,0.672,1,4,gpt2-large,sst2
12,0.82,2,4,gpt2-large,sst2
12,0.792,3,4,gpt2-large,sst2
12,0.88,4,4,gpt2-large,sst2
12,0.836,5,4,gpt2-large,sst2
12,0.64,6,4,gpt2-large,sst2
12,0.888,7,4,gpt2-large,sst2
12,0.804,8,4,gpt2-large,sst2
12,0.572,9,4,gpt2-large,sst2
16,0.9,0,4,gpt2-large,sst2
16,0.784,1,4,gpt2-large,sst2
16,0.732,2,4,gpt2-large,sst2
16,0.536,3,4,gpt2-large,sst2
16,0.9,4,4,gpt2-large,sst2
16,0.92,5,4,gpt2-large,sst2
16,0.856,6,4,gpt2-large,sst2
16,0.812,7,4,gpt2-large,sst2
16,0.776,8,4,gpt2-large,sst2
16,0.712,9,4,gpt2-large,sst2
20,0.92,0,4,gpt2-large,sst2
20,0.636,1,4,gpt2-large,sst2
20,0.764,2,4,gpt2-large,sst2
20,0.728,3,4,gpt2-large,sst2
20,0.912,4,4,gpt2-large,sst2
20,0.904,5,4,gpt2-large,sst2
20,0.784,6,4,gpt2-large,sst2
20,0.592,7,4,gpt2-large,sst2
20,0.616,8,4,gpt2-large,sst2
20,0.664,9,4,gpt2-large,sst2
24,0.592,0,4,gpt2-large,sst2
24,0.784,1,4,gpt2-large,sst2
24,0.904,2,4,gpt2-large,sst2
24,0.68,3,4,gpt2-large,sst2
24,0.656,4,4,gpt2-large,sst2
24,0.704,5,4,gpt2-large,sst2
24,0.74,6,4,gpt2-large,sst2
24,0.56,7,4,gpt2-large,sst2
24,0.624,8,4,gpt2-large,sst2
24,0.876,9,4,gpt2-large,sst2
28,0.8,0,4,gpt2-large,sst2
28,0.888,1,4,gpt2-large,sst2
28,0.624,2,4,gpt2-large,sst2
28,0.852,3,4,gpt2-large,sst2
28,0.888,4,4,gpt2-large,sst2
28,0.704,5,4,gpt2-large,sst2
28,0.896,6,4,gpt2-large,sst2
28,0.624,7,4,gpt2-large,sst2
28,0.804,8,4,gpt2-large,sst2
28,0.584,9,4,gpt2-large,sst2
32,0.836,0,4,gpt2-large,sst2
32,0.672,1,4,gpt2-large,sst2
32,0.712,2,4,gpt2-large,sst2
32,0.596,3,4,gpt2-large,sst2
32,0.856,4,4,gpt2-large,sst2
32,0.808,5,4,gpt2-large,sst2
32,0.792,6,4,gpt2-large,sst2
32,0.676,7,4,gpt2-large,sst2
32,0.644,8,4,gpt2-large,sst2
32,0.624,9,4,gpt2-large,sst2
36,0.844,0,4,gpt2-large,sst2
36,0.792,1,4,gpt2-large,sst2
36,0.748,2,4,gpt2-large,sst2
36,0.788,3,4,gpt2-large,sst2
36,0.52,4,4,gpt2-large,sst2
36,0.732,5,4,gpt2-large,sst2
36,0.836,6,4,gpt2-large,sst2
36,0.768,7,4,gpt2-large,sst2
36,0.768,8,4,gpt2-large,sst2
36,0.812,9,4,gpt2-large,sst2
40,0.62,0,4,gpt2-large,sst2
40,0.78,1,4,gpt2-large,sst2
40,0.58,2,4,gpt2-large,sst2
40,0.832,3,4,gpt2-large,sst2
40,0.768,4,4,gpt2-large,sst2
40,0.824,5,4,gpt2-large,sst2
40,0.784,6,4,gpt2-large,sst2
40,0.772,7,4,gpt2-large,sst2
40,0.772,8,4,gpt2-large,sst2
40,0.876,9,4,gpt2-large,sst2
60,0.768,0,4,gpt2-large,sst2
60,0.756,1,4,gpt2-large,sst2
60,0.496,2,4,gpt2-large,sst2
60,0.752,3,4,gpt2-large,sst2
60,0.5,4,4,gpt2-large,sst2
60,0.796,5,4,gpt2-large,sst2
60,0.772,6,4,gpt2-large,sst2
60,0.76,7,4,gpt2-large,sst2
60,0.784,8,4,gpt2-large,sst2
60,0.756,9,4,gpt2-large,sst2
5,0.572,0,5,gpt2-large,sst2
5,0.892,1,5,gpt2-large,sst2
5,0.888,2,5,gpt2-large,sst2
5,0.88,3,5,gpt2-large,sst2
5,0.564,4,5,gpt2-large,sst2
5,0.752,5,5,gpt2-large,sst2
5,0.844,6,5,gpt2-large,sst2
5,0.744,7,5,gpt2-large,sst2
5,0.692,8,5,gpt2-large,sst2
5,0.536,9,5,gpt2-large,sst2
10,0.732,0,5,gpt2-large,sst2
10,0.836,1,5,gpt2-large,sst2
10,0.688,2,5,gpt2-large,sst2
10,0.888,3,5,gpt2-large,sst2
10,0.904,4,5,gpt2-large,sst2
10,0.696,5,5,gpt2-large,sst2
10,0.888,6,5,gpt2-large,sst2
10,0.872,7,5,gpt2-large,sst2
10,0.848,8,5,gpt2-large,sst2
10,0.708,9,5,gpt2-large,sst2
15,0.584,0,5,gpt2-large,sst2
15,0.784,1,5,gpt2-large,sst2
15,0.8,2,5,gpt2-large,sst2
15,0.816,3,5,gpt2-large,sst2
15,0.576,4,5,gpt2-large,sst2
15,0.552,5,5,gpt2-large,sst2
15,0.576,6,5,gpt2-large,sst2
15,0.756,7,5,gpt2-large,sst2
15,0.872,8,5,gpt2-large,sst2
15,0.92,9,5,gpt2-large,sst2
20,0.904,0,5,gpt2-large,sst2
20,0.804,1,5,gpt2-large,sst2
20,0.804,2,5,gpt2-large,sst2
20,0.576,3,5,gpt2-large,sst2
20,0.624,4,5,gpt2-large,sst2
20,0.612,5,5,gpt2-large,sst2
20,0.68,6,5,gpt2-large,sst2
20,0.744,7,5,gpt2-large,sst2
20,0.624,8,5,gpt2-large,sst2
20,0.776,9,5,gpt2-large,sst2
25,0.904,0,5,gpt2-large,sst2
25,0.892,1,5,gpt2-large,sst2
25,0.736,2,5,gpt2-large,sst2
25,0.752,3,5,gpt2-large,sst2
25,0.92,4,5,gpt2-large,sst2
25,0.916,5,5,gpt2-large,sst2
25,0.784,6,5,gpt2-large,sst2
25,0.92,7,5,gpt2-large,sst2
25,0.648,8,5,gpt2-large,sst2
25,0.848,9,5,gpt2-large,sst2
30,0.9,0,5,gpt2-large,sst2
30,0.58,1,5,gpt2-large,sst2
30,0.896,2,5,gpt2-large,sst2
30,0.912,3,5,gpt2-large,sst2
30,0.712,4,5,gpt2-large,sst2
30,0.912,5,5,gpt2-large,sst2
30,0.632,6,5,gpt2-large,sst2
30,0.66,7,5,gpt2-large,sst2
30,0.764,8,5,gpt2-large,sst2
30,0.844,9,5,gpt2-large,sst2
35,0.756,0,5,gpt2-large,sst2
35,0.792,1,5,gpt2-large,sst2
35,0.648,2,5,gpt2-large,sst2
35,0.804,3,5,gpt2-large,sst2
35,0.568,4,5,gpt2-large,sst2
35,0.868,5,5,gpt2-large,sst2
35,0.816,6,5,gpt2-large,sst2
35,0.8,7,5,gpt2-large,sst2
35,0.904,8,5,gpt2-large,sst2
35,0.672,9,5,gpt2-large,sst2
40,0.66,0,5,gpt2-large,sst2
40,0.68,1,5,gpt2-large,sst2
40,0.66,2,5,gpt2-large,sst2
40,0.792,3,5,gpt2-large,sst2
40,0.664,4,5,gpt2-large,sst2
40,0.704,5,5,gpt2-large,sst2
40,0.88,6,5,gpt2-large,sst2
40,0.876,7,5,gpt2-large,sst2
40,0.824,8,5,gpt2-large,sst2
40,0.788,9,5,gpt2-large,sst2
45,0.764,0,5,gpt2-large,sst2
45,0.828,1,5,gpt2-large,sst2
45,0.66,2,5,gpt2-large,sst2
45,0.636,3,5,gpt2-large,sst2
45,0.748,4,5,gpt2-large,sst2
45,0.832,5,5,gpt2-large,sst2
45,0.78,6,5,gpt2-large,sst2
45,0.848,7,5,gpt2-large,sst2
45,0.704,8,5,gpt2-large,sst2
45,0.688,9,5,gpt2-large,sst2
50,0.736,0,5,gpt2-large,sst2
50,0.648,1,5,gpt2-large,sst2
50,0.636,2,5,gpt2-large,sst2
50,0.864,3,5,gpt2-large,sst2
50,0.824,4,5,gpt2-large,sst2
50,0.8,5,5,gpt2-large,sst2
50,0.716,6,5,gpt2-large,sst2
50,0.724,7,5,gpt2-large,sst2
50,0.772,8,5,gpt2-large,sst2
50,0.768,9,5,gpt2-large,sst2
75,0.772,0,5,gpt2-large,sst2
75,0.736,1,5,gpt2-large,sst2
75,0.692,2,5,gpt2-large,sst2
75,0.784,3,5,gpt2-large,sst2
75,0.76,4,5,gpt2-large,sst2
75,0.744,5,5,gpt2-large,sst2
75,0.764,6,5,gpt2-large,sst2
75,0.772,7,5,gpt2-large,sst2
75,0.792,8,5,gpt2-large,sst2
75,0.8,9,5,gpt2-large,sst2
10,0.708,0,10,gpt2-large,sst2
10,0.812,1,10,gpt2-large,sst2
10,0.904,2,10,gpt2-large,sst2
10,0.668,3,10,gpt2-large,sst2
10,0.9,4,10,gpt2-large,sst2
10,0.916,5,10,gpt2-large,sst2
10,0.724,6,10,gpt2-large,sst2
10,0.908,7,10,gpt2-large,sst2
10,0.86,8,10,gpt2-large,sst2
10,0.808,9,10,gpt2-large,sst2
20,0.868,0,10,gpt2-large,sst2
20,0.9,1,10,gpt2-large,sst2
20,0.836,2,10,gpt2-large,sst2
20,0.708,3,10,gpt2-large,sst2
20,0.784,4,10,gpt2-large,sst2
20,0.928,5,10,gpt2-large,sst2
20,0.9,6,10,gpt2-large,sst2
20,0.8,7,10,gpt2-large,sst2
20,0.884,8,10,gpt2-large,sst2
20,0.676,9,10,gpt2-large,sst2
30,0.916,0,10,gpt2-large,sst2
30,0.908,1,10,gpt2-large,sst2
30,0.816,2,10,gpt2-large,sst2
30,0.844,3,10,gpt2-large,sst2
30,0.896,4,10,gpt2-large,sst2
30,0.764,5,10,gpt2-large,sst2
30,0.876,6,10,gpt2-large,sst2
30,0.78,7,10,gpt2-large,sst2
30,0.82,8,10,gpt2-large,sst2
30,0.772,9,10,gpt2-large,sst2
40,0.904,0,10,gpt2-large,sst2
40,0.724,1,10,gpt2-large,sst2
40,0.748,2,10,gpt2-large,sst2
40,0.784,3,10,gpt2-large,sst2
40,0.904,4,10,gpt2-large,sst2
40,0.908,5,10,gpt2-large,sst2
40,0.724,6,10,gpt2-large,sst2
40,0.86,7,10,gpt2-large,sst2
40,0.908,8,10,gpt2-large,sst2
40,0.748,9,10,gpt2-large,sst2
50,0.6,0,10,gpt2-large,sst2
50,0.864,1,10,gpt2-large,sst2
50,0.892,2,10,gpt2-large,sst2
50,0.868,3,10,gpt2-large,sst2
50,0.84,4,10,gpt2-large,sst2
50,0.816,5,10,gpt2-large,sst2
50,0.908,6,10,gpt2-large,sst2
50,0.888,7,10,gpt2-large,sst2
50,0.732,8,10,gpt2-large,sst2
50,0.916,9,10,gpt2-large,sst2
60,0.624,0,10,gpt2-large,sst2
60,0.86,1,10,gpt2-large,sst2
60,0.632,2,10,gpt2-large,sst2
60,0.688,3,10,gpt2-large,sst2
60,0.876,4,10,gpt2-large,sst2
60,0.708,5,10,gpt2-large,sst2
60,0.876,6,10,gpt2-large,sst2
60,0.712,7,10,gpt2-large,sst2
60,0.66,8,10,gpt2-large,sst2
60,0.84,9,10,gpt2-large,sst2
70,0.8,0,10,gpt2-large,sst2
70,0.828,1,10,gpt2-large,sst2
70,0.872,2,10,gpt2-large,sst2
70,0.656,3,10,gpt2-large,sst2
70,0.86,4,10,gpt2-large,sst2
70,0.824,5,10,gpt2-large,sst2
70,0.68,6,10,gpt2-large,sst2
70,0.872,7,10,gpt2-large,sst2
70,0.688,8,10,gpt2-large,sst2
70,0.84,9,10,gpt2-large,sst2
80,0.816,0,10,gpt2-large,sst2
80,0.776,1,10,gpt2-large,sst2
80,0.868,2,10,gpt2-large,sst2
80,0.764,3,10,gpt2-large,sst2
80,0.852,4,10,gpt2-large,sst2
80,0.844,5,10,gpt2-large,sst2
80,0.772,6,10,gpt2-large,sst2
80,0.768,7,10,gpt2-large,sst2
80,0.868,8,10,gpt2-large,sst2
80,0.832,9,10,gpt2-large,sst2
90,0.844,0,10,gpt2-large,sst2
90,0.764,1,10,gpt2-large,sst2
90,0.856,2,10,gpt2-large,sst2
90,0.772,3,10,gpt2-large,sst2
90,0.86,4,10,gpt2-large,sst2
90,0.768,5,10,gpt2-large,sst2
90,0.712,6,10,gpt2-large,sst2
90,0.684,7,10,gpt2-large,sst2
90,0.76,8,10,gpt2-large,sst2
90,0.852,9,10,gpt2-large,sst2
100,0.676,0,10,gpt2-large,sst2
100,0.752,1,10,gpt2-large,sst2
100,0.788,2,10,gpt2-large,sst2
100,0.784,3,10,gpt2-large,sst2
100,0.828,4,10,gpt2-large,sst2
100,0.696,5,10,gpt2-large,sst2
100,0.82,6,10,gpt2-large,sst2
100,0.844,7,10,gpt2-large,sst2
100,0.788,8,10,gpt2-large,sst2
100,0.752,9,10,gpt2-large,sst2
150,0.764,0,10,gpt2-large,sst2
150,0.528,1,10,gpt2-large,sst2
150,0.792,2,10,gpt2-large,sst2
150,0.764,3,10,gpt2-large,sst2
150,0.652,4,10,gpt2-large,sst2
150,0.752,5,10,gpt2-large,sst2
150,0.772,6,10,gpt2-large,sst2
150,0.796,7,10,gpt2-large,sst2
150,0.748,8,10,gpt2-large,sst2
150,0.752,9,10,gpt2-large,sst2
15,0.716,0,15,gpt2-large,sst2
15,0.696,1,15,gpt2-large,sst2
15,0.78,2,15,gpt2-large,sst2
